# t	x	v	s	E_total
8.486	0.284073	-0.271728	0	0.440405
8.487	0.283787	-0.28736	0	0.443963
8.488	0.283484	-0.304365	0	0.448134
8.489	0.283171	-0.314265	0	0.45031
8.49	0.282857	-0.315812	0	0.449908
8.491	0.282554	-0.303597	0	0.445271
8.492	0.282263	-0.292905	0	0.441258
8.493	0.281976	-0.288237	0	0.439093
8.494	0.281676	-0.301484	0	0.442153
8.495	0.281363	-0.314153	0	0.445172
8.496	0.281037	-0.327456	0	0.448523
8.497	0.280721	-0.317349	0	0.444378
8.498	0.28041	-0.312461	0	0.441966
8.499	0.280107	-0.304409	0	0.438633
8.5	0.279824	-0.284667	0	0.432025
8.501	0.279534	-0.291758	0	0.433257
8.502	0.279251	-0.284249	0	0.430304
8.503	0.278976	-0.276474	0	0.427356
8.504	0.27869	-0.28693	0	0.429505
8.505	0.2784	-0.291188	0	0.429929
8.506	0.278115	-0.286309	0	0.427727
8.507	0.277824	-0.292578	0	0.428732
8.508	0.277531	-0.294597	0	0.428511
8.509	0.277226	-0.306766	0	0.431323
8.51	0.276919	-0.307928	0	0.430831
8.511	0.276598	-0.322759	0	0.434618
8.512	0.276258	-0.341158	0	0.439787
8.513	0.275906	-0.353553	0	0.44312
8.514	0.275549	-0.357838	0	0.443661
8.515	0.275199	-0.351312	0	0.440384
8.516	0.274843	-0.357587	0	0.441628
8.517	0.274511	-0.333832	0	0.432503
8.518	0.274153	-0.359189	0	0.440307
8.519	0.273786	-0.368578	0	0.442718
8.52	0.273454	-0.332739	0	0.429244
8.521	0.273114	-0.341874	0	0.431395
8.522	0.272762	-0.353621	0	0.434518
8.523	0.272419	-0.344353	0	0.430349
8.524	0.272105	-0.315356	0	0.419929
8.525	0.271795	-0.310758	0	0.417648
8.526	0.271475	-0.32196	0	0.420321
8.527	0.27117	-0.305468	0	0.414322
8.528	0.270875	-0.297066	0	0.41099
8.529	0.2706	-0.276096	0	0.404236
8.53	0.270336	-0.265748	0	0.400718
8.531	0.270055	-0.282194	0	0.404464
8.532	0.269803	-0.253171	0	0.396016
8.533	0.269553	-0.251314	0	0.394873
8.534	0.269298	-0.256046	0	0.395388
8.535	0.269042	-0.257468	0	0.395063
8.536	0.268786	-0.257879	0	0.394479
8.537	0.268551	-0.236319	0	0.38852
8.538	0.268329	-0.222763	0	0.384814
8.539	0.268097	-0.23316	0	0.386563
8.54	0.267852	-0.246686	0	0.389151
8.541	0.267594	-0.258919	0	0.391554
8.542	0.267334	-0.262159	0	0.3917
8.543	0.267057	-0.277929	0	0.39522
8.544	0.266787	-0.271704	0	0.392787
8.545	0.266527	-0.2608	0	0.389192
8.546	0.266267	-0.261939	0	0.388795
8.547	0.266003	-0.264968	0	0.388892
8.548	0.265738	-0.266116	0	0.388493
8.549	0.26546	-0.279294	0	0.391348
8.55	0.265185	-0.276916	0	0.389956
8.551	0.264921	-0.264473	0	0.38589
8.552	0.264653	-0.270092	0	0.38668
8.553	0.264388	-0.266471	0	0.385007
8.554	0.264104	-0.284372	0	0.38919
8.555	0.263821	-0.28488	0	0.388586
8.556	0.263526	-0.296557	0	0.391202
8.557	0.263216	-0.311353	0	0.394883
8.558	0.26291	-0.306498	0	0.39258
8.559	0.2626	-0.311562	0	0.39333
8.56	0.262271	-0.330079	0	0.398408
8.561	0.261932	-0.341027	0	0.401191
8.562	0.261593	-0.339729	0	0.399863
8.563	0.261261	-0.333345	0	0.396847
8.564	0.260937	-0.325299	0	0.393351
8.565	0.260637	-0.301887	0	0.385225
8.566	0.260349	-0.289107	0	0.380699
8.567	0.260087	-0.262699	0	0.372733
8.568	0.259818	-0.270481	0	0.374108
8.569	0.259541	-0.278143	0	0.375491
8.57	0.259261	-0.282257	0	0.375915
8.571	0.258994	-0.268235	0	0.371363
8.572	0.258746	-0.248642	0	0.365659
8.573	0.258522	-0.225664	0	0.35963
8.574	0.258311	-0.212033	0	0.356102
8.575	0.2581	-0.212476	0	0.355651
8.576	0.257893	-0.20783	0	0.354142
8.577	0.257675	-0.219755	0	0.356128
8.578	0.257442	-0.233897	0	0.358737
8.579	0.257183	-0.260314	0	0.364598
8.58	0.256927	-0.257619	0	0.363241
8.581	0.256664	-0.26378	0	0.364173
8.582	0.256369	-0.297197	0	0.372787
8.583	0.256063	-0.306894	0	0.374933
8.584	0.255766	-0.298641	0	0.371673
8.585	0.25548	-0.28729	0	0.367617
8.586	0.255211	-0.269418	0	0.361957
8.587	0.254927	-0.285455	0	0.365682
8.588	0.254667	-0.261903	0	0.358572
8.589	0.254393	-0.274409	0	0.36123
8.59	0.254124	-0.271146	0	0.359654
8.591	0.253874	-0.25133	0	0.353842
8.592	0.253619	-0.256219	0	0.354436
8.593	0.253373	-0.247178	0	0.351537
8.594	0.253127	-0.246855	0	0.350835
8.595	0.252907	-0.220959	0	0.344222
8.596	0.252702	-0.206629	0	0.340639
8.597	0.252503	-0.200552	0	0.338899
8.598	0.252282	-0.221909	0	0.342853
8.599	0.252076	-0.207491	0	0.339237
8.6	0.251863	-0.214561	0	0.340192
8.601	0.25162	-0.243784	0	0.346278
8.602	0.251392	-0.229326	0	0.342285
8.603	0.251149	-0.243858	0	0.345113
8.604	0.250912	-0.238422	0	0.343207
8.605	0.250682	-0.231813	0	0.341075
8.606	0.250447	-0.236284	0	0.341532
8.607	0.250193	-0.255033	0	0.345503
8.608	0.24993	-0.263613	0	0.347072
8.609	0.249699	-0.232309	0	0.338733
8.61	0.249477	-0.223759	0	0.336228
8.611	0.249244	-0.233636	0	0.337907
8.612	0.248998	-0.247584	0	0.340649
8.613	0.248748	-0.251748	0	0.341065
8.614	0.248512	-0.236982	0	0.336871
8.615	0.248281	-0.231661	0	0.335052
8.616	0.248062	-0.221122	0	0.33212
8.617	0.247839	-0.223729	0	0.332148
8.618	0.247641	-0.199003	0	0.326432
8.619	0.247446	-0.196994	0	0.32555
8.62	0.247246	-0.200335	0	0.325721
8.621	0.247056	-0.191387	0	0.323499
8.622	0.246863	-0.194227	0	0.32357
8.623	0.246673	-0.191952	0	0.32266
8.624	0.246505	-0.168543	0	0.318028
8.625	0.246338	-0.16846	0	0.317602
8.626	0.246168	-0.171029	0	0.31762
8.627	0.24599	-0.179244	0	0.31862
8.628	0.24578	-0.211191	0	0.324341
8.629	0.245567	-0.21491	0	0.324608
8.63	0.245333	-0.23483	0	0.328514
8.631	0.245113	-0.22125	0	0.324878
8.632	0.244898	-0.216538	0	0.323319
8.633	0.244659	-0.240051	0	0.328102
8.634	0.244401	-0.258653	0	0.332111
8.635	0.244133	-0.269147	0	0.334226
8.636	0.243881	-0.253856	0	0.329611
8.637	0.243664	-0.218455	0	0.320721
8.638	0.243429	-0.23618	0	0.324178
8.639	0.243211	-0.218809	0	0.319697
8.64	0.242997	-0.215349	0	0.318425
8.641	0.2428	-0.198279	0	0.314416
8.642	0.242589	-0.212276	0	0.316777
8.643	0.242377	-0.212719	0	0.316359
8.644	0.242178	-0.200237	0	0.313299
8.645	0.241941	-0.238779	0	0.321184
8.646	0.241695	-0.247103	0	0.322612
8.647	0.24144	-0.255906	0	0.324211
8.648	0.241185	-0.255979	0	0.323614
8.649	0.240948	-0.238547	0	0.318732
8.65	0.240694	-0.254769	0	0.322123
8.651	0.240443	-0.253104	0	0.321094
8.652	0.240188	-0.25569	0	0.32114
8.653	0.239941	-0.247922	0	0.318592
8.654	0.239702	-0.240976	0	0.316319
8.655	0.239476	-0.226489	0	0.312393
8.656	0.239257	-0.220504	0	0.31053
8.657	0.239048	-0.209825	0	0.307734
8.658	0.238821	-0.228379	0	0.311256
8.659	0.238603	-0.219659	0	0.308781
8.66	0.238373	-0.230531	0	0.310681
8.661	0.238143	-0.231731	0	0.31041
8.662	0.237865	-0.27898	0	0.321814
8.663	0.23759	-0.275934	0	0.320315
8.664	0.23734	-0.251416	0	0.313257
8.665	0.237089	-0.251936	0	0.312793
8.666	0.236825	-0.265929	0	0.315788
8.667	0.236567	-0.25893	0	0.313342
8.668	0.236314	-0.254401	0	0.31158
8.669	0.236041	-0.274015	0	0.316118
8.67	0.235763	-0.278845	0	0.316798
8.671	0.235492	-0.271819	0	0.314226
8.672	0.235231	-0.262514	0	0.311125
8.673	0.234974	-0.257854	0	0.309309
8.674	0.234718	-0.258021	0	0.308749
8.675	0.234451	-0.267214	0	0.310539
8.676	0.234196	-0.256667	0	0.307178
8.677	0.233931	-0.266055	0	0.309011
8.678	0.233669	-0.263253	0	0.307657
8.679	0.233421	-0.249583	0	0.303572
8.68	0.233151	-0.27093	0	0.308498
8.681	0.23292	-0.232495	0	0.298284
8.682	0.232679	-0.241541	0	0.299869
8.683	0.232423	-0.257311	0	0.303207
8.684	0.232169	-0.25482	0	0.30198
8.685	0.231917	-0.253089	0	0.300955
8.686	0.231676	-0.242095	0	0.297675
8.687	0.231435	-0.242589	0	0.297235
8.688	0.231196	-0.240416	0	0.296157
8.689	0.230937	-0.260122	0	0.300491
8.69	0.230683	-0.254523	0	0.298465
8.691	0.230433	-0.251512	0	0.297126
8.692	0.230165	-0.2695	0	0.301194
8.693	0.229922	-0.243847	0	0.294051
8.694	0.229691	-0.232083	0	0.290721
8.695	0.229453	-0.239121	0	0.291833
8.696	0.229234	-0.22008	0	0.286959
8.697	0.229009	-0.225939	0	0.287751
8.698	0.228769	-0.241098	0	0.290741
8.699	0.228538	-0.232465	0	0.288168
8.7	0.22831	-0.229546	0	0.286972
8.701	0.228059	-0.251599	0	0.291706
8.702	0.227772	-0.287944	0	0.300857
8.703	0.227475	-0.298895	0	0.303393
8.704	0.227197	-0.278855	0	0.296972
8.705	0.22693	-0.267875	0	0.293365
8.706	0.226684	-0.246942	0	0.287419
8.707	0.226426	-0.259641	0	0.29005
8.708	0.22617	-0.256717	0	0.288717
8.709	0.225924	-0.24716	0	0.285753
8.71	0.225678	-0.247048	0	0.28517
8.711	0.225433	-0.24697	0	0.284596
8.712	0.225168	-0.265848	0	0.28884
8.713	0.224907	-0.262004	0	0.287239
8.714	0.224661	-0.247342	0	0.282951
8.715	0.224428	-0.233964	0	0.279209
8.716	0.224161	-0.268182	0	0.287201
8.717	0.223889	-0.273166	0	0.287941
8.718	0.223625	-0.265349	0	0.285245
8.719	0.223373	-0.252387	0	0.281328
8.72	0.223105	-0.269757	0	0.285263
8.721	0.222833	-0.272533	0	0.28541
8.722	0.222556	-0.278399	0	0.286409
8.723	0.222253	-0.304327	0	0.293289
8.724	0.221956	-0.298014	0	0.290728
8.725	0.221647	-0.30959	0	0.293561
8.726	0.221337	-0.31176	0	0.293547
8.727	0.221035	-0.302892	0	0.290154
8.728	0.220736	-0.300374	0	0.288733
8.729	0.220443	-0.293372	0	0.28601
8.73	0.220158	-0.286151	0	0.283289
8.731	0.219869	-0.290558	0	0.283924
8.732	0.219571	-0.298437	0	0.285591
8.733	0.219275	-0.297405	0	0.284633
8.734	0.219001	-0.275702	0	0.277812
8.735	0.218722	-0.28002	0	0.278401
8.736	0.218454	-0.268259	0	0.274593
8.737	0.21818	-0.275321	0	0.275914
8.738	0.217892	-0.28888	0	0.279111
8.739	0.217618	-0.275283	0	0.274679
8.74	0.217323	-0.296657	0	0.280148
8.741	0.217019	-0.304775	0	0.28193
8.742	0.216737	-0.283356	0	0.275019
8.743	0.216451	-0.287302	0	0.275525
8.744	0.216176	-0.275285	0	0.271552
8.745	0.215899	-0.278717	0	0.271903
8.746	0.215623	-0.27683	0	0.270784
8.747	0.215339	-0.284784	0	0.272406
8.748	0.215047	-0.293202	0	0.27421
8.749	0.214745	-0.30339	0	0.276599
8.75	0.214455	-0.290829	0	0.272246
8.751	0.214168	-0.287668	0	0.270717
8.752	0.213869	-0.300635	0	0.27389
8.753	0.213595	-0.275029	0	0.265934
8.754	0.213322	-0.273577	0	0.264954
8.755	0.213034	-0.289562	0	0.26884
8.756	0.21272	-0.314821	0	0.275805
8.757	0.212399	-0.322363	0	0.277525
8.758	0.212061	-0.339044	0	0.282324
8.759	0.211721	-0.34106	0	0.282289
8.76	0.211382	-0.339963	0	0.281199
8.761	0.211054	-0.328508	0	0.276679
8.762	0.210713	-0.342514	0	0.280658
8.763	0.210374	-0.339819	0	0.279025
8.764	0.210034	-0.341549	0	0.278899
8.765	0.209685	-0.349728	0	0.280994
8.766	0.209318	-0.368559	0	0.286987
8.767	0.208941	-0.377926	0	0.289695
8.768	0.208576	-0.365977	0	0.284489
8.769	0.208223	-0.353734	0	0.279348
8.77	0.20786	-0.364125	0	0.282322
8.771	0.207496	-0.365264	0	0.281981
8.772	0.207125	-0.372034	0	0.283708
8.773	0.206754	-0.371947	0	0.282908
8.774	0.206385	-0.369945	0	0.281403
8.775	0.206029	-0.3572	0	0.276035
8.776	0.205678	-0.352018	0	0.273475
8.777	0.205345	-0.333588	0	0.266474
8.778	0.205013	-0.333685	0	0.265823
8.779	0.204683	-0.330401	0	0.264058
8.78	0.204346	-0.338401	0	0.266044
8.781	0.204017	-0.32971	0	0.262469
8.782	0.203682	-0.335945	0	0.263862
8.783	0.203328	-0.355461	0	0.269887
8.784	0.202982	-0.34686	0	0.266164
8.785	0.202643	-0.340304	0	0.263224
8.786	0.202284	-0.359217	0	0.269113
8.787	0.201943	-0.342519	0	0.262564
8.788	0.201585	-0.358438	0	0.267422
8.789	0.201189	-0.397166	0	0.281256
8.79	0.2008	-0.390596	0	0.277885
8.791	0.200401	-0.399905	0	0.280764
8.792	0.200003	-0.39889	0	0.279563
8.793	0.199615	-0.389186	0	0.274963
8.794	0.199227	-0.388863	0	0.274064
8.795	0.198828	-0.400231	0	0.277755
8.796	0.198459	-0.369472	0	0.265185
8.797	0.198092	-0.368155	0	0.263971
8.798	0.197715	-0.37768	0	0.266778
8.799	0.197357	-0.359716	0	0.259446
8.8	0.197004	-0.353285	0	0.256458
8.801	0.196662	-0.343207	0	0.252275
8.802	0.196317	-0.345876	0	0.252517
8.803	0.195965	-0.35349	0	0.254488
8.804	0.195596	-0.369247	0	0.259461
8.805	0.19524	-0.357378	0	0.254453
8.806	0.194883	-0.357433	0	0.253777
8.807	0.19456	-0.324437	0	0.241898
8.808	0.194227	-0.333588	0	0.244262
8.809	0.1939	-0.328156	0	0.24183
8.81	0.193602	-0.299535	0	0.232269
8.811	0.193307	-0.295309	0	0.230442
8.812	0.193037	-0.271147	0	0.223077
8.813	0.19277	-0.268001	0	0.221714
8.814	0.192538	-0.23321	0	0.212547
8.815	0.192303	-0.235652	0	0.212668
8.816	0.192067	-0.236725	0	0.212469
8.817	0.191848	-0.22001	0	0.208231
8.818	0.191632	-0.217395	0	0.207244
8.819	0.1914	-0.232493	0	0.210197
8.82	0.191182	-0.219088	0	0.206753
8.821	0.190958	-0.225043	0	0.207647
8.822	0.190736	-0.223417	0	0.206858
8.823	0.190515	-0.221746	0	0.206065
8.824	0.19027	-0.245435	0	0.211133
8.825	0.190025	-0.246097	0	0.21083
8.826	0.189776	-0.250286	0	0.211396
8.827	0.189518	-0.25915	0	0.213164
8.828	0.189268	-0.250697	0	0.210536
8.829	0.18901	-0.258798	0	0.212112
8.83	0.188764	-0.247066	0	0.20868
8.831	0.188525	-0.240076	0	0.206526
8.832	0.188276	-0.250122	0	0.208519
8.833	0.18804	-0.236727	0	0.204815
8.834	0.187813	-0.227643	0	0.20228
8.835	0.18757	-0.244205	0	0.20573
8.836	0.187337	-0.234159	0	0.20289
8.837	0.187085	-0.252654	0	0.206921
8.838	0.18684	-0.245471	0	0.204675
8.839	0.186585	-0.256121	0	0.206869
8.84	0.186329	-0.257415	0	0.206723
8.841	0.18608	-0.250037	0	0.204387
8.842	0.185843	-0.237925	0	0.200992
8.843	0.185597	-0.24656	0	0.202627
8.844	0.185334	-0.263565	0	0.206477
8.845	0.185093	-0.242555	0	0.200713
8.846	0.18487	-0.223257	0	0.195807
8.847	0.184626	-0.245376	0	0.200539
8.848	0.184399	-0.227633	0	0.195924
8.849	0.1842	-0.20039	0	0.189726
8.85	0.184001	-0.199379	0	0.189158
8.851	0.18382	-0.182132	0	0.185535
8.852	0.183615	-0.206146	0	0.18982
8.853	0.183414	-0.202299	0	0.188665
8.854	0.183199	-0.215681	0	0.191068
8.855	0.182978	-0.221558	0	0.191949
8.856	0.182745	-0.234303	0	0.194427
8.857	0.182535	-0.210674	0	0.188787
8.858	0.182333	-0.203256	0	0.186882
8.859	0.182149	-0.184883	0	0.182982
8.86	0.18197	-0.179674	0	0.181707
8.861	0.181781	-0.190068	0	0.183284
8.862	0.181605	-0.176259	0	0.180436
8.863	0.181431	-0.1752	0	0.179934
8.864	0.181251	-0.180971	0	0.180635
8.865	0.181067	-0.185359	0	0.181105
8.866	0.180865	-0.202821	0	0.184128
8.867	0.18067	-0.195786	0	0.182374
8.868	0.180481	-0.190089	0	0.180933
8.869	0.180294	-0.187483	0	0.180105
8.87	0.180096	-0.199155	0	0.182004
8.871	0.179892	-0.204573	0	0.182731
8.872	0.179682	-0.210923	0	0.183672
8.873	0.179458	-0.225172	0	0.186377
8.874	0.179221	-0.237495	0	0.188803
8.875	0.179011	-0.211338	0	0.182556
8.876	0.178817	-0.194658	0	0.178823
8.877	0.178631	-0.187141	0	0.177056
8.878	0.17844	-0.191248	0	0.177493
8.879	0.17826	-0.181368	0	0.17533
8.88	0.178093	-0.16726	0	0.172574
8.881	0.177906	-0.188886	0	0.176091
8.882	0.177721	-0.185515	0	0.175131
8.883	0.177509	-0.213102	0	0.180253
8.884	0.177305	-0.204726	0	0.178141
8.885	0.177095	-0.211164	0	0.179108
8.886	0.176868	-0.227768	0	0.18235
8.887	0.176637	-0.231761	0	0.182859
8.888	0.176395	-0.242632	0	0.185011
8.889	0.17617	-0.225536	0	0.180613
8.89	0.175952	-0.219634	0	0.178914
8.891	0.175743	-0.209158	0	0.176302
8.892	0.175515	-0.229317	0	0.18032
8.893	0.175336	-0.179986	0	0.169911
8.894	0.17516	-0.176603	0	0.169
8.895	0.174994	-0.166512	0	0.166978
8.896	0.174828	-0.166961	0	0.166763
8.897	0.174645	-0.184002	0	0.169433
8.898	0.174454	-0.192025	0	0.170608
8.899	0.174253	-0.202151	0	0.172253
8.9	0.174027	-0.226973	0	0.177185
8.901	0.173771	-0.256314	0	0.183831
8.902	0.173534	-0.238576	0	0.179029
8.903	0.173291	-0.243292	0	0.179745
8.904	0.173055	-0.237423	0	0.177924
8.905	0.17283	-0.225632	0	0.174805
8.906	0.172598	-0.232554	0	0.175991
8.907	0.172348	-0.250675	0	0.179939
8.908	0.172114	-0.235513	0	0.175849
8.909	0.171864	-0.250812	0	0.179139
8.91	0.171621	-0.243201	0	0.176843
8.911	0.171392	-0.229908	0	0.173305
8.912	0.171175	-0.218268	0	0.170325
8.913	0.17095	-0.225694	0	0.171588
8.914	0.170712	-0.239044	0	0.174284
8.915	0.170479	-0.233227	0	0.172514
8.916	0.170233	-0.247715	0	0.175577
8.917	0.169974	-0.259558	0	0.178141
8.918	0.169716	-0.258522	0	0.177435
8.919	0.169469	-0.248219	0	0.174405
8.92	0.169223	-0.246464	0	0.173555
8.921	0.168977	-0.247245	0	0.173331
8.922	0.168732	-0.245409	0	0.172466
8.923	0.168486	-0.246894	0	0.172416
8.924	0.168225	-0.261558	0	0.175705
8.925	0.167963	-0.263533	0	0.175782
8.926	0.167703	-0.261037	0	0.174691
8.927	0.167444	-0.259852	0	0.173948
8.928	0.167192	-0.252018	0	0.171523
8.929	0.166916	-0.277696	0	0.177861
8.93	0.166642	-0.274707	0	0.176579
8.931	0.166371	-0.271451	0	0.17524
8.932	0.166111	-0.260672	0	0.17194
8.933	0.165854	-0.258008	0	0.170822
8.934	0.165589	-0.265776	0	0.172417
8.935	0.165318	-0.272349	0	0.173736
8.936	0.16505	-0.268474	0	0.172247
8.937	0.164795	-0.255561	0	0.168443
8.938	0.164531	-0.264999	0	0.170465
8.939	0.164275	-0.256886	0	0.167927
8.94	0.164019	-0.256506	0	0.167409
8.941	0.163764	-0.255724	0	0.166791
8.942	0.163518	-0.247163	0	0.164236
8.943	0.163261	-0.25758	0	0.166445
8.944	0.163013	-0.248639	0	0.163778
8.945	0.16276	-0.254411	0	0.164816
8.946	0.162498	-0.262817	0	0.166564
8.947	0.162252	-0.246813	0	0.162087
8.948	0.162005	-0.248004	0	0.16198
8.949	0.161756	-0.249799	0	0.162024
8.95	0.16152	-0.236246	0	0.15835
8.951	0.161299	-0.221757	0	0.154675
8.952	0.161057	-0.242907	0	0.159199
8.953	0.160834	-0.224348	0	0.154503
8.954	0.160617	-0.216889	0	0.15251
8.955	0.160389	-0.229314	0	0.154916
8.956	0.160166	-0.224272	0	0.153414
8.957	0.159949	-0.217336	0	0.151536
8.958	0.159748	-0.202148	0	0.148028
8.959	0.159529	-0.219517	0	0.151341
8.96	0.159318	-0.211234	0	0.149222
8.961	0.159129	-0.19044	0	0.144744
8.962	0.158941	-0.189026	0	0.144176
8.963	0.158741	-0.200516	0	0.146097
8.964	0.158551	-0.190709	0	0.143877
8.965	0.158354	-0.197667	0	0.144916
8.966	0.158146	-0.209187	0	0.14693
8.967	0.157899	-0.247361	0	0.155254
8.968	0.157634	-0.265542	0	0.159499
8.969	0.157388	-0.247017	0	0.154364
8.97	0.157147	-0.24223	0	0.152813
8.971	0.156902	-0.245847	0	0.153311
8.972	0.156659	-0.24318	0	0.152279
8.973	0.156406	-0.254323	0	0.154654
8.974	0.156155	-0.251765	0	0.153614
8.975	0.155922	-0.233045	0	0.148714
8.976	0.155701	-0.221998	0	0.145856
8.977	0.155479	-0.222982	0	0.145729
8.978	0.155271	-0.209211	0	0.142429
8.979	0.155065	-0.206465	0	0.141539
8.98	0.154847	-0.218868	0	0.143839
8.981	0.154673	-0.174451	0	0.134836
8.982	0.154494	-0.179573	0	0.135466
8.983	0.154298	-0.196629	0	0.138371
8.984	0.154112	-0.187238	0	0.136282
8.985	0.153925	-0.187269	0	0.136
8.986	0.153735	-0.191304	0	0.136471
8.987	0.153542	-0.193395	0	0.136577
8.988	0.153329	-0.214164	0	0.140482
8.989	0.153097	-0.232856	0	0.144304
8.99	0.152852	-0.245315	0	0.146909
8.991	0.152602	-0.251102	0	0.147963
8.992	0.15234	-0.26223	0	0.15042
8.993	0.15208	-0.261174	0	0.149748
8.994	0.151794	-0.286523	0	0.156255
8.995	0.151504	-0.290702	0	0.157022
8.996	0.151215	-0.290105	0	0.15641
8.997	0.150936	-0.280145	0	0.153148
8.998	0.150672	-0.264101	0	0.148385
8.999	0.150392	-0.281455	0	0.152697
9	0.150098	-0.294127	0	0.155903
9.001	0.1498	-0.298467	0	0.156742
9.002	0.149508	-0.293244	0	0.154759
9.003	0.149233	-0.275317	0	0.149253
9.004	0.148971	-0.263508	0	0.14568
9.005	0.148706	-0.265103	0	0.145708
9.006	0.148437	-0.269832	0	0.146573
9.007	0.148151	-0.287023	0	0.150934
9.008	0.147844	-0.30746	0	0.156555
9.009	0.147546	-0.299362	0	0.153657
9.01	0.147277	-0.269565	0	0.144785
9.011	0.14702	-0.257763	0	0.141295
9.012	0.146761	-0.259805	0	0.141443
9.013	0.146531	-0.230821	0	0.133995
9.014	0.146306	-0.225721	0	0.132502
9.015	0.146089	-0.216845	0	0.130222
9.016	0.145873	-0.217259	0	0.129995
9.017	0.14564	-0.233391	0	0.133291
9.018	0.145418	-0.22327	0	0.130656
9.019	0.145198	-0.220686	0	0.129763
9.02	0.144986	-0.212037	0	0.127585
9.021	0.144765	-0.222085	0	0.129446
9.022	0.144557	-0.208367	0	0.126193
9.023	0.14437	-0.188631	0	0.122004
9.024	0.144181	-0.189523	0	0.1219
9.025	0.144008	-0.173014	0	0.118659
9.026	0.143852	-0.157386	0	0.115852
9.027	0.14372	-0.132682	0	0.112079
9.028	0.14359	-0.130712	0	0.111633
9.029	0.143489	-0.101956	0	0.108142
9.03	0.143395	-0.0943275	0	0.107259
9.031	0.143307	-0.0886527	0	0.106614
9.032	0.143223	-0.0851713	0	0.106191
9.033	0.143143	-0.0797855	0	0.105633
9.034	0.143063	-0.0808814	0	0.105606
9.035	0.142975	-0.0891021	0	0.106179
9.036	0.142894	-0.0820391	0	0.105458
9.037	0.142831	-0.0632836	0	0.104006
9.038	0.142771	-0.0612381	0	0.103792
9.039	0.142671	-0.100477	0	0.106823
9.04	0.14259	-0.0812397	0	0.10496
9.041	0.142505	-0.0861224	0	0.105247
9.042	0.142401	-0.104321	0	0.106832
9.043	0.142287	-0.114463	0	0.10778
9.044	0.142166	-0.122386	0	0.108545
9.045	0.142057	-0.109306	0	0.106875
9.046	0.141957	-0.101044	0	0.105864
9.047	0.141854	-0.103158	0	0.105934
9.048	0.141767	-0.0876645	0	0.104333
9.049	0.141674	-0.0941	0	0.104785
9.05	0.141583	-0.0917358	0	0.104437
9.051	0.141497	-0.0869967	0	0.103891
9.052	0.141404	-0.0929734	0	0.104298
9.053	0.141281	-0.124324	0	0.10753
9.054	0.14117	-0.111231	0	0.105832
9.055	0.141056	-0.114584	0	0.106049
9.056	0.14093	-0.127272	0	0.107405
9.057	0.140796	-0.134769	0	0.108199
9.058	0.140667	-0.129401	0	0.107308
9.059	0.14054	-0.127619	0	0.106901
9.06	0.140425	-0.116048	0	0.105329
9.061	0.140297	-0.128967	0	0.106732
9.062	0.140161	-0.136365	0	0.107523
9.063	0.140012	-0.149881	0	0.109249
9.064	0.139881	-0.130988	0	0.106413
9.065	0.139752	-0.130305	0	0.106143
9.066	0.139626	-0.126065	0	0.105424
9.067	0.139495	-0.132077	0	0.106017
9.068	0.139348	-0.148287	0	0.108083
9.069	0.139213	-0.134817	0	0.10599
9.07	0.13906	-0.154594	0	0.108637
9.071	0.138917	-0.143015	0	0.106717
9.072	0.13877	-0.147794	0	0.107207
9.073	0.138637	-0.134181	0	0.105103
9.074	0.138519	-0.117997	0	0.1029
9.075	0.138425	-0.0949067	0	0.100311
9.076	0.138315	-0.111195	0	0.101837
9.077	0.138242	-0.0732577	0	0.0982376
9.078	0.138165	-0.0772604	0	0.098433
9.079	0.138078	-0.0877469	0	0.099178
9.08	0.137972	-0.1068	0	0.100885
9.081	0.137852	-0.121453	0	0.102391
9.082	0.137739	-0.113679	0	0.101321
9.083	0.137636	-0.103412	0	0.100065
9.084	0.137545	-0.0917691	0	0.0988035
9.085	0.137464	-0.0815536	0	0.097807
9.086	0.137397	-0.0674688	0	0.0966658
9.087	0.137298	-0.100097	0	0.099263
9.088	0.137206	-0.0918404	0	0.0983454
9.089	0.137122	-0.0851566	0	0.0976381
9.09	0.13704	-0.0824249	0	0.0972971
9.091	0.136926	-0.114637	0	0.100315
9.092	0.136804	-0.122783	0	0.101115
9.093	0.136668	-0.136511	0	0.102709
9.094	0.13656	-0.10886	0	0.0991687
9.095	0.136476	-0.0852168	0	0.096759
9.096	0.136391	-0.0858669	0	0.0966984
9.097	0.136278	-0.113398	0	0.0992878
9.098	0.136142	-0.136725	0	0.10202
9.099	0.136013	-0.129054	0	0.100826
9.1	0.135884	-0.130361	0	0.100819
9.101	0.135746	-0.138551	0	0.101733
9.102	0.135608	-0.13851	0	0.10154
9.103	0.135473	-0.136144	0	0.101032
9.104	0.13535	-0.12348	0	0.0992214
9.105	0.135217	-0.132906	0	0.100251
9.106	0.135091	-0.126801	0	0.0992876
9.107	0.134964	-0.128291	0	0.0993054
9.108	0.134847	-0.117393	0	0.0978092
9.109	0.134735	-0.112891	0	0.0971396
9.11	0.134616	-0.119912	0	0.0977962
9.111	0.134503	-0.113355	0	0.0968798
9.112	0.134383	-0.120551	0	0.0975602
9.113	0.134268	-0.115861	0	0.0968511
9.114	0.134174	-0.0943526	0	0.0944647
9.115	0.134087	-0.0878167	0	0.0937525
9.116	0.13401	-0.0781584	0	0.0928471
9.117	0.133945	-0.0650531	0	0.0918224
9.118	0.133886	-0.0596323	0	0.0914055
